v -0.012075 -0.081469 -0.014890
v -0.006318 -0.081770 -0.015484
v -0.009720 -0.080364 -0.017843
v -0.009066 -0.083203 -0.016080
v -0.006336 -0.081913 -0.015111
v -0.007354 -0.081598 -0.017440
v -0.010816 -0.081480 -0.016808
v -0.006326 -0.081835 -0.015295
v -0.008226 -0.082937 -0.016264
v -0.010539 -0.083298 -0.013411
v -0.010538 -0.080460 -0.017436
v -0.008796 -0.081444 -0.017556
v -0.006607 -0.081669 -0.016739
v -0.011082 -0.083206 -0.013881
v -0.006319 -0.081784 -0.015436
v -0.006331 -0.081873 -0.015203
v -0.008759 -0.082766 -0.016652
v -0.008880 -0.082922 -0.013198
v -0.006333 -0.081893 -0.015157
v -0.011731 -0.081139 -0.016140
v -0.010099 -0.080575 -0.017671
v -0.008113 -0.081214 -0.017707
v -0.006360 -0.081703 -0.016048
v -0.007470 -0.082122 -0.016997
v -0.010310 -0.082272 -0.016435
v -0.011705 -0.082546 -0.013669
v -0.009400 -0.083460 -0.015016
v -0.006321 -0.081800 -0.015389
v -0.006328 -0.081854 -0.015249
v -0.008796 -0.083059 -0.016334
v -0.007983 -0.081384 -0.017657
v -0.010181 -0.082045 -0.016773
v -0.006904 -0.082431 -0.014101
v -0.011229 -0.080750 -0.016933
v -0.011904 -0.081312 -0.015678
v -0.010237 -0.080465 -0.017637
v -0.009200 -0.081040 -0.017693
v -0.007199 -0.081567 -0.017368
v -0.009527 -0.080436 -0.017860
v -0.009672 -0.080379 -0.017846
v -0.006790 -0.082327 -0.014963
v -0.007654 -0.082387 -0.016730
v -0.007939 -0.082250 -0.017012
v -0.009679 -0.083269 -0.015546
v -0.010651 -0.081767 -0.016693
v -0.011138 -0.083257 -0.013530
v -0.011943 -0.082028 -0.014023
v -0.009435 -0.082931 -0.013226
v -0.007996 -0.083108 -0.013599
v -0.008563 -0.083213 -0.015794
v -0.006324 -0.081817 -0.015342
v -0.009037 -0.082973 -0.016421
v -0.008324 -0.082908 -0.016418
v -0.008742 -0.082624 -0.016759
v -0.007837 -0.081425 -0.017612
v -0.010583 -0.081632 -0.016854
v -0.010937 -0.081236 -0.016885
